seq,time_stamp,frame_id,px,py,pz,qx,qy,qz,qw
5923,1668779630065669896,base_link,0.20283901691436768,0.13371101021766663,2.263547420501709,0.9996294900210343,-0.024394833895225263,0.009913956688170258,-0.006891169878640208
5924,1668779630121175896,base_link,0.20272505283355713,0.13369840383529663,2.262789249420166,0.9996179371837094,-0.023861921391587663,0.013225536554206625,-0.004435487677883413
5925,1668779630176816896,base_link,0.20280560851097107,0.1337176114320755,2.2634708881378174,0.9996169177778569,-0.024579589527127653,0.010667105969461054,-0.006933564827107578
5926,1668779630232419896,base_link,0.20262229442596436,0.13365301489830017,2.260855197906494,0.9996288085227828,-0.02419963013569729,0.012176335137839346,-0.0028913552580459778
5927,1668779630288054896,base_link,0.20293010771274567,0.1337851583957672,2.2643542289733887,0.9996679464062107,-0.024398249445987705,0.008004808232563769,-0.0021553183339917555
5928,1668779630344020896,base_link,0.20282766222953796,0.1338011473417282,2.263929605484009,0.9996867686901298,-0.023895822685029065,0.007305367243713143,-0.00140917476813754
5929,1668779630399283896,base_link,0.20252948999404907,0.13354037702083588,2.259563684463501,0.9995411691399133,-0.025009697121904834,0.014103842719358791,-0.00964613211776726
5930,1668779630454907896,base_link,0.20281533896923065,0.13372361660003662,2.263498306274414,0.9996159855605318,-0.024559822051732925,0.012404280579372522,-0.0032909536523940118
5931,1668779630510575896,base_link,0.20272913575172424,0.13361689448356628,2.2615694999694824,0.9996001749901111,-0.02474461870829716,0.012303294576394215,-0.00598522742146107
5932,1668779630566118896,base_link,0.20272541046142578,0.1336980015039444,2.2627294063568115,0.9996281024395518,-0.023890514139373847,0.011767257533077821,-0.005867861399825239
5933,1668779630622006896,base_link,0.20267143845558167,0.13371336460113525,2.261972188949585,0.9996261837410355,-0.02412157111170563,0.012783426961932553,-0.001492173430077936
5934,1668779630677415896,base_link,0.2029394507408142,0.13380277156829834,2.264575242996216,0.9996750499117931,-0.024400910041774866,0.006442229642229991,-0.003589965212084447
5935,1668779630733360896,base_link,0.20268788933753967,0.1336767077445984,2.2615177631378174,0.9996702040718675,-0.024380063956796157,0.007083509357857169,-0.0038625726595849703
5936,1668779630788633896,base_link,0.20298554003238678,0.13380172848701477,2.265570640563965,0.999672051529247,-0.02415516157229284,0.00850298969518508,-0.00012933277437430618
5937,1668779630844273896,base_link,0.20270347595214844,0.13358493149280548,2.2613275051116943,0.9996431509397681,-0.02470598229658893,0.009732504587247724,-0.002909221963340272
5938,1668779630899884896,base_link,0.20283804833889008,0.13374744355678558,2.263375759124756,0.9996296240263693,-0.024917295551968758,0.008378192779284073,-0.007039107686955766
5939,1668779630955594896,base_link,0.20271916687488556,0.13371410965919495,2.2623281478881836,0.9996008982970834,-0.02423632837818681,0.013146110979196038,-0.006150144431742672
5940,1668779631011454896,base_link,0.2026435285806656,0.1336001306772232,2.2607898712158203,0.9995859050813835,-0.024270047014564325,0.015459080663498504,-2.3625551496740776e-06
5941,1668779631066813896,base_link,0.2028651088476181,0.13378705084323883,2.2645044326782227,0.9996489005515784,-0.024514046489491712,0.007344230277891091,-0.006870184302984872
5942,1668779631122370896,base_link,0.20291942358016968,0.13376963138580322,2.264378547668457,0.9996841988690557,-0.024520634973136998,0.005493851715152558,0.0002420441704275202
5943,1668779631178001896,base_link,0.20290619134902954,0.13376322388648987,2.264557123184204,0.9996554774523482,-0.02423226953204493,0.009117465728115984,-0.004312230460053649
5944,1668779631233609896,base_link,0.20267856121063232,0.13367100059986115,2.2615902423858643,0.9996374637846602,-0.024299056017919533,0.011405614852093503,-0.0020997201374996386
5945,1668779631289479896,base_link,0.20273156464099884,0.13373121619224548,2.2627341747283936,0.9996230120799156,-0.024098474114551634,0.013133202156863893,-0.0007850265819060578
5946,1668779631345126896,base_link,0.20276427268981934,0.13374827802181244,2.263049602508545,0.999598954547467,-0.02413146172149375,0.014417007824731336,-0.0034281931358611734
